"	brewery names	business type	address	city	zip	lat	long	yelp rating	number of yelp reviews",
"441	Karl Strauss Brewing Company	Breweries	1000 Universal Studios Blvd	Universal City	91608	34.1362631	-118.3538828	4.0	935",
"442	Kathrin's Biergarten	German	4810 Granite Dr	Rocklin	95677	38.7904717	-121.2236392	4.0	274",
"443	BarrelHouse Brewing - Visalia	Breweries	521 E Main St	Visalia	93292	36.3299567204013	-119.287002812965	4.0	80",
"444	Kelly Brewing Company	Breweries	70 E 4th St	Morgan Hill	95037	37.12778	-121.6502	4.5	48",
"445	Kelsey Creek Brewing	Breweries	3945 Main St	Kelseyville	95451	38.97758	-122.8385	4.5	35",
"446	Kensington Brewing Company	Breweries	4067 Adams Ave	San Diego	92116	32.7630690045335	-117.107921081597	4.5	64",
"447	Kern River Brewing Company	Breweries	13415 Sierra Hwy	Kernville	93238	35.7578661939949	-118.419324159622	4.0	464",
"448	Eureka!	Burgers	10520 W Stockdale Hwy	Bakersfield	93311	35.3520172814669	-119.119198322296	4.0	722",
"449	Ketch Brewing	Breweries	7889 Ostrow St	San Diego	92111	32.81315	-117.15545	4.5	25",
"450	Kilokilo Brewing Company	Breweries	3340 Ramada Dr	Paso Robles	93446	35.573436	-120.696916	4.5	10",
"451	Kilowatt Brewing	Breweries	1875 Cable St	San Diego	92107	32.74533	-117.24947	4.5	102",
"452	Bike Dog Broadway Taproom	Brewpubs	915 Broadway	Sacramento	95818	38.56442	-121.50108	4.0	69",
"453	King Harbor Brewing Company	Breweries	2907 182nd St	Redondo Beach	90278	33.8659057	-118.3561142	4.0	103",
"454	Kings Brewing	Breweries	8560 Vineyard Ave	Rancho Cucamonga	91730	34.0984	-117.61206	4.5	216",
"455	Knee Deep Brewing Company Tap Room	Breweries	13395 New Airport Rd	Auburn	95602	38.9518166	-121.0801721	4.5	348",
"456	Knotty Brewing Co	Breweries	842 Market St	San Diego	92101	32.7117583920251	-117.156862691045	4.0	33",
"457	Slater's 50/50 - Anaheim Hills	Burgers	6362 E Santa Ana Canyon Rd	Anaheim	92807	33.8563838347196	-117.770539256882	4.0	3801",
"458	K-OZ Restaurant and Brewery	American (New)	121 7th St	San Francisco	94103	37.77868	-122.40988	3.5	103",
"459	Modern Times DTLA Dankness Dojo	Brewpubs	832 S Olive St	Los Angeles	90014	34.0443911	-118.2576348	4.0	382",
"460	La Quinta Brewing Co	Breweries	77917 Wildcat Dr	Palm Desert	92211	33.76473	-116.30532	4.5	120",
"461	La Verne Brewing Company	Breweries	2125 Wright Ave	La Verne	91750	34.095562	-117.771711	4.0	130",
"462	Twisted Oak Tavern	Bars	30105 Agoura Rd	Agoura Hills	91301	34.14561	-118.77861	4.0	405",
"463	Ladyface Alehouse & Brasserie	American (New)	29281 Agoura Rd	Agoura Hills	91301	34.143901	-118.762897	3.5	963",
"464	Laguna Beach Beer Company - Rancho Santa Margarita	Breweries	29851 Aventura D	Rancho Santa Margarita	92688	33.63661	-117.60958	4.5	112",
"465	Laguna Beach Brewery & Grille	Breweries	237 Ocean Ave	Laguna Beach	92651	33.54283	-117.78354	4.5	322",
"466	Lagunitas Brewing Company	Breweries	1280 N McDowell Blvd	Petaluma	94954	38.27242	-122.66237	4.5	1877",
"467	Lake Tahoe AleWorX	Breweries	2050 Lake Tahoe Blvd	South Lake Tahoe	96150	38.913256	-120.002339	4.0	383",
"468	Lassen Ale Works	American (New)	724 Main St	Susanville	96130	40.41811	-120.661045	4.0	297",
"469	Last Call Brewing	Breweries	159 N 1st Ave	Oakdale	95361	37.766583	-120.850126	4.5	37",
"470	Last Name Brewing	Breweries	2120 Porterfield Way	Upland	91786	34.1090599387778	-117.690837903348	4.5	340",
"471	Latchkey Brewing Company	Breweries	1795 Hancock St	San Diego	92110	32.7424694	-117.1846678	5.0	24",
"472	Latitude 33 Brewing	Breweries	1430 Vantage Ct	Vista	92081	33.136069	-117.224897	4.0	168",
"473	Laughing Monk Brewing	Beer Bar	1439 Egbert Ave	San Francisco	94124	37.7229406265001	-122.393383226	4.5	93",
"474	Golden Road Brewing	Breweries	5410 W San Fernando Rd	Los Angeles	90039	34.15064	-118.274453	4.0	2296",
"475	Lazy Duck Brewing	Breweries	1723 Rogers Ave	San Jose	95112	37.37548	-121.90891	4.5	26",
"476	Leashless Brewing	Breweries	585 E Thompson Blvd	Ventura	93001	34.27849	-119.2918	4.0	93",
"477	Left Coast Brewing Company	Breweries	1245 Puerta Del Sol	San Clemente	92673	33.457777	-117.5887727	4.5	121",
"478	Left Coast Brewing Co - Irvine	Barbeque	6652 Irvine Center Dr	Irvine	92618	33.66824	-117.76296	3.5	240",
"479	Legacy Brewing Co	Breweries	363 Airport Rd	Oceanside	92058	33.2154729876819	-117.350640892982	4.0	136",
"480	Legends Craft Brewery	Breweries	1301 S Lewis St	Anaheim	92805	33.8164143332197	-117.898888999417	4.5	178",
"481	Lengthwise Brewing Company	Breweries	7700 District Blvd	Bakersfield	93313	35.3141270187176	-119.087525269836	4.5	363",
"482	Liberation Brewing Co	Breweries	3630 Atlantic Ave	Long Beach	90807	33.8231670587409	-118.184719043931	4.5	53",
"483	Libertine Brewing Company	Breweries	1234 Broad St	San Luis Obispo	93401	35.2776799	-120.66307	4.0	190",
"484	Lightning Brewery	Breweries	13200 Kirkham Way	Poway	92064	32.93549	-117.0435	4.5	145",
"485	Lincoln Beer Company	Breweries	3083 N Lima St	Burbank	91504	34.2059799	-118.34686	4.5	209",
"486	Oaktoberfest in the Dimond	Festivals	Dimond District	Oakland	94602	37.8040733337402	-122.207061767578	4.0	48",
"487	Little Miss Brewing	Breweries	7949 Stromesa Ct	San Diego	92126	32.8916931152344	-117.148506164551	4.5	203",
"488	Local Brewing Co	Breweries	69 Bluxome St	San Francisco	94107	37.77648	-122.39682	4.5	134",
"489	Local Craft Beer	Breweries	365 Enterprise Way	Tehachapi	93561	35.136643	-118.454828	4.5	68",
"490	Lodi Beer Co	Breweries	105 S School St	Lodi	95240	38.1326422	-121.2739827	4.0	748",
"491	Loma Brewing Company	Breweries	130 N Santa Cruz Ave	Los Gatos	95030	37.2252873	-121.9823038	4.0	340",
"492	Long Beach Beer Lab	Breweries	518 W Willow St	Long Beach	90806	33.8042235476715	-118.198666799389	4.5	152",
"493	Longship Brewery	Breweries	10320 Camino Santa Fe	San Diego	92121	32.90419	-117.17192	4.5	154",
"494	Loomis Basin Brewing Company	Breweries	3277 Swetzer Rd	Loomis	95650	38.83194	-121.19048	4.0	135",
"495	Los Angeles Ale Works	Breweries	12918 Cerise Ave	Hawthorne	90250	33.9152236	-118.3323751	4.5	172",
"496	Lost Coast Brewery	Breweries	1600 Sunset Dr	Eureka	95503	40.767108	-124.1893824	4.5	63",
"497	Six Rivers Brewery	Pubs	1300 Central Ave	McKinleyville	95519	40.9289337694645	-124.100931510329	3.5	486",
"498	10 Torr Distilling and Brewing	Breweries	490 Mill St	Reno	89502	39.52544	-119.80581	4.5	91",
"499	Lost Winds Brewing	Breweries	924 Calle Negocio	San Clemente	92673	33.4516	-117.60707	4.5	89",
"500	Speakeasy Ales & Lagers	Breweries	1195 Evans Ave	San Francisco	94124	37.7380942813543	-122.380521448905	4.5	402",
"501	Lucky Luke Brewing	Breweries	610 W Ave O	Palmdale	93551	34.6161911232832	-118.141119393572	4.5	87",
"502	M. Special Brewing Company	Breweries	6860 Cortona Dr	Goleta	93117	34.432786	-119.868537	4.5	122",
"503	Mad Duck Craft Brewing	American (New)	3085 E Campus Pointe Dr	Fresno	93710	36.8117322758	-119.734650422	3.5	366",
"504	Mad Fritz Brewing	Breweries	393 La Fata St	Saint Helena	94574	38.4985286297413	-122.457297338456	5.0	19",
"505	Mad River Brewing Company	Pubs	101 Taylor Way	Blue Lake	95525	40.8787348	-123.9920833	4.0	155",
"506	MadeWest Brewing Company	Breweries	1744 Donlon St	Ventura	93003	34.2556459715321	-119.237733880503	4.5	163",
"507	Magnolia Haight	Breweries	1398 Haight St	San Francisco	94117	37.7703644	-122.4451952	3.5	1762",
"508	Magnolia Dogpatch	American (New)	2505 3rd St	San Francisco	94107	37.7577823468635	-122.388138502442	4.0	61",
"509	Lamppost Pizza Main Street Brewery	Pizza	493 N Main St	Corona	92880	33.8863838	-117.5643532	4.0	241",
"510	Mammoth Brewing Co	Breweries	18 Lake Mary Rd	Mammoth Lakes	93546	37.648735	-118.983491	4.0	507",
"511	ManRock Brewing	Breweries	1750 El Camino Real	Grover Beach	93433	35.129473	-120.608468	4.0	142",
"512	Mare Island Brewing Co - Coal Shed Brewery	Beer Tours	851 Waterfront Ave	Vallejo	94592	38.0934040728573	-122.263315050295	4.5	12",
"513	Mare Island Brewing - Ferry Taproom	Breweries	289 Mare Island Way	Vallejo	94590	38.10052	-122.26305	4.0	303",
"514	Marin Brewing Company	Breweries	1809 Larkspur Landing Cir	Larkspur	94939	37.9475358029827	-122.509617441589	3.0	763",
"515	Mason Ale Works Tasting Room + Kitchen	Brewpubs	5550 Carmel Mountain Rd	San Diego	92130	32.92889	-117.197552	4.0	50",
"516	Indie Brewing Company	Breweries	2350 Sunrise St	Los Angeles	90023	34.0357675	-118.2226773	4.5	84",
"517	Half Door Brewing	Brewpubs	903 Island Ave	San Diego	92101	32.710263	-117.156272	4.5	614",
"518	Mike Hess Brewing Company	Breweries	3812 Grim Ave	San Diego	92104	32.747702	-117.128543	4.5	516",
"519	Mike Hess Brewing Company	Breweries	7955 Silverton Ave	San Diego	92126	32.8895174875323	-117.149977037199	4.5	192",
"520	AleSmith Brewing Company	Breweries	9990 AleSmith Ct	San Diego	92126	32.8873241	-117.1493986	4.5	410",
"521	Mill Valley Beerworks	Breweries	173 Throckmorton Ave	Mill Valley	94941	37.9053295311584	-122.549388489592	3.5	396",
"522	Mission Brewery	Breweries	1441 L St	San Diego	92101	32.70715	-117.151592	4.5	683",
"523	Modern Times DTLA Dankness Dojo	Brewpubs	832 S Olive St	Los Angeles	90014	34.0443911	-118.2576348	4.0	382",
"524	Modern Times Beer	Beer"," Wine & Spirits	3725 Greenwood St	San Diego	92110	32.754201	-117.206172011657	4.0	605"
"525	Modern Times Beer	Beer"," Wine & Spirits	3725 Greenwood St	San Diego	92110	32.754201	-117.206172011657	4.0	605"
"526	Moksa Brewing	Breweries	5860 Pacific St	Rocklin	95677	38.78198	-121.24237	4.0	129",
"527	DOSA on Fillmore	Indian	1700 Fillmore St	San Francisco	94115	37.78535	-122.43284	4.0	2945",
"528	Monkish Brewing	Breweries	20311 S Western Ave	Torrance	90501	33.8463036683013	-118.310320500073	4.5	591",
"529	The Monk's Cellar	Pubs	240 Vernon St	Roseville	95678	38.7496666556839	-121.283257303123	4.0	757",
"530	Monterey Coast Brewing Company	Breweries	165 Main St	Salinas	93901	36.675885	-121.6553101	3.5	235",
"531	Moonlight Brewing	Breweries	3350 Coffey Ln	Santa Rosa	95403	38.471657	-122.7445912	4.5	61",
"532	Knee Deep Brewing Company Tap Room	Breweries	13395 New Airport Rd	Auburn	95602	38.9518166	-121.0801721	4.5	348",
"533	Morgan Territory Brewing	Breweries	1885 North Macarthur Dr	Tracy	95376	37.74727	-121.4125	4.5	80",
"534	The Lost Abbey	Breweries	155 Mata Way	San Marcos	92069	33.1416273	-117.1492671	4.0	483",
"535	Mount Shasta Brewing	Breweries	360 College Ave	Weed	96094	41.416053	-122.387038	3.5	192",
"536	Mountain Rambler Brewery	American (New)	186 S Main St	Bishop	93514	37.360666	-118.394345	4.5	335",
"537	Moylan's Brewery & Restaurant	Breweries	15 Rowland Way	Novato	94945	38.09409	-122.55678	3.5	491",
"538	Mraz Brewing Company	Breweries	2222 Francisco Dr	El Dorado Hills	95762	38.710145314471	-121.086199626316	4.0	99",
"539	Mt. Lowe Brewing Co.	Breweries	150 E St Joseph St	Arcadia	91006	34.1432795144239	-118.026146721405	4.5	369",
"540	Mumford Brewing	Breweries	416 Boyd St	Los Angeles	90013	34.0462976495746	-118.242166265845	4.5	262",
"541	Napa Palisades Saloon	Sports Bars	1000 Main St	Napa	94559	38.2994709257628	-122.285556183467	4.5	297",
"542	Napa Smith Brewery	Breweries	101 Yolano Dr	Vallejo	94589	38.13168	-122.25868	4.5	67",
"543	Calistoga Wine Way Inn	Bed & Breakfast	1019 Foothill Blvd	Calistoga	94515	38.5748208647324	-122.579907343378	4.5	106",
"544	Naughty Oak Brewing	Breweries	165 Broadway St	Orcutt	93455	34.864925	-120.448265	4.5	55",
"545	Network Brewery	Breweries	1824 Carnegie Ave	Santa Ana	92705	33.7108288956475	-117.845680117607	4.5	110",
"546	New Bohemia Brewing Company	Breweries	1030 41st Ave	Santa Cruz	95062	36.966611	-121.964622	4.5	124",
"547	Societe Brewing Company	Breweries	8262 Clairemont Mesa Blvd	San Diego	92111	32.833889	-117.146375	4.0	602",
"548	New Glory Craft Brewery	Breweries	8251 Alpine Ave	Sacramento	95826	38.53601	-121.40216	4.5	151",
"549	New Helvetia Brewing Company	Breweries	1730 Broadway	Sacramento	95818	38.5607	-121.48997	4.0	216",
"550	Nickel Beer Company	Breweries	1485 Hollow Glen Rd	Julian	92036	33.076537	-116.590485	4.5	141",
"551	Night Lizard Brewing Company	Breweries	607 State St	Santa Barbara	93101	34.4179179486887	-119.697154071494	5.0	61",
"552	No Clue Craft Brewery	Breweries	9037 Arrow Rt	Rancho Cucamonga	91730	34.0980255250878	-117.608192972839	4.0	100",
"553	Noble Ale Works	Breweries	1621 S Sinclair St	Anaheim	92806	33.80841	-117.8828	4.5	546",
"554	Nor Cal Brewing Company	Breweries	180 Erma Ct	Chico	95928	39.71479	-121.82256	5.0	8",
"555	North Park Beer Company	Breweries	3038 University Ave	San Diego	92104	32.7487183	-117.1291179	4.0	282",
"556	Northern Pine Brewing	Breweries	326 N Horne St	Oceanside	92054	33.19979	-117.37674	4.5	52",
"557	Skunk Train	Tours	100 W Laurel St	Fort Bragg	95437	39.4454116821289	-123.806861877441	4.0	218",
"558	Novel Brewing Company	Breweries	6510 San Pablo Ave	Oakland	94608	37.84844	-122.28512	4.5	109",
"559	Novo Brazil Brewing	Breweries	901 Lane Ave	Chula Vista	91914	32.652029	-116.961474	4.0	220",
"560	Craftsman Brewing Company	Breweries	1260 Lincoln Ave	Pasadena	91103	34.1677048	-118.1594351	4.5	39",
"561	Oak Hills Brewing	Breweries	12221 Poplar St	Hesperia	92344	34.4154205322266	-117.396263122559	4.0	91",
"562	Oak Park Brewing Co.	Burgers	3514 Broadway	Sacramento	95817	38.55065	-121.46809	4.0	11",
"563	Oakland United Beerworks	Beer Bar	262 2nd St	Oakland	94607	37.7944462	-122.2718755	5.0	13",
"564	OB Brewery	Breweries	5041 Newport Ave	San Diego	92107	32.7472388290092	-117.251900061965	4.0	309",
"565	Ocean View Brew Works	Breweries	627 San Pablo Ave	Albany	94706	37.8940865984598	-122.299957058374	4.5	51",
"566	Oceanside Brewing Company	Breweries	312-314 Via Del Norte	Oceanside	92058	33.212825147618	-117.352234328172	5.0	115",
"567	Oda Restaurant and Brewery	Breweries	1500 Owens St	San Francisco	94158	37.76884	-122.39577	4.0	110",
"568	Off the Grid Brewing Company	Brewpubs	13615 John Glenn Rd	Apple Valley	92308	34.49894	-117.18279	4.5	39",
"569	Off The Rails Brewing	Breweries	111 S Murphy Ave	Sunnyvale	94086	37.37743	-122.03027	4.0	97",
"570	Oggi's Sports I Brewhouse I Pizza	Pizza	10155 Rancho Carmel Dr	San Diego	92128	32.9655615	-117.089808	3.5	367",
"571	Oggi's Sports I Brewhouse I Pizza	Pizza	2245 Fenton Parkway	Mission Valley	92108	32.7799	-117.1289	3.0	615",
"572	Oggi's Sports I Brewhouse I Pizza	Breweries	19201-D Bear Valley Rd	Apple Valley	92308	34.470336	-117.244969	4.0	313",
"573	Ogopogo Brewing	Breweries	864 Commercial Ave	San Gabriel	91776	34.0959645641285	-118.088698289207	5.0	85",
"574	Ohana Brewing Company	Breweries	7 S 1st St	Alhambra	91801	34.0943672	-118.1279187	4.5	156",
"575	AZU Restaurant & Ojai Valley Brewery	Mediterranean	457 E Ojai Ave	Ojai	93023	34.44774	-119.242	3.5	471",
"576	Ol' Republic Brewery	Breweries	124 Argall Way	Nevada City	95959	39.2527602	-121.0244962	4.0	68",
"577	BJ's Restaurant & Brewhouse	American (New)	121 Stonewood St	Downey	90241	33.936643	-118.121638	3.0	732",
"578	Old Caz Beer	Breweries	5625 State Farm Dr	Rohnert Park	94928	38.356404	-122.709901	5.0	3",
"579	Old Hangtown Beer Works	Breweries	11327 Trade Center Dr	Rancho Cordova	95742	38.6072	-121.26376	4.5	28",
"580	Old Kan Beer & Co	Beer Bar	95 Linden St	Oakland	94607	37.79966	-122.28786	4.5	82",
"581	Old Possum Brewing Co.	Breweries	357 Sutton Pl	Santa Rosa	95407	38.391027518322	-122.72612919493	4.5	49",
"582	Old Stump Brewing Company	Breweries	2896 Metropolitan Pl	North Pomona	91767	34.0976547250716	-117.753932615344	4.0	205",
"583	O'Meara Bros Brewing Company	Brewpubs	901 Bevins St	Lakeport	95453	39.0351867367536	-122.924638154849	4.0	177",
"584	Origin Brewer	Breweries		Richmond	94801	37.9357576	-122.3477486	5.0	1",
"585	Original Pattern Brewing Company	Breweries	292 4th St	Oakland	94607	37.796128	-122.27143	4.5	60",
"586	Yeast of Eden	Tapas/Small Plates	Ocean Avenue & Mission Street	Carmel-by-the-Sea	93921	36.554046855334	-121.920545954708	4.0	131",
"587	Out of Bounds Brewing Company	Breweries	4480 Yankee Hill Rd	Rocklin	95677	38.7990070723348	-121.2294819206	4.0	236",
"588	Outbreak Brewing	Breweries	640 Main St	Placerville	95667	38.729143	-120.794478	4.0	46",
"589	Over Town Brewing Co.	Breweries	227 W Maple Ave	Monrovia	91016	34.14179	-118.00421	5.0	16",
"590	Overtime Brewing Company	Brewpubs	190 E Elm St	Fort Bragg	95437	39.4516528677964	-123.80467582494	4.5	69",
"591	Pacific Beach AleHouse	Breweries	721 Grand Ave	San Diego	92109	32.79425	-117.25526	3.5	1364",
"592	Alvarado Street Brewery	Breweries	426 Alvarado St	Monterey	93940	36.59931	-121.89492	4.0	1142",
"593	Pacific Islander Beer Company	Breweries	8665 Argent St	Santee	92071	32.8333932646449	-116.988846771419	4.5	88",
"594	Pacific Plate Brewing Company	Breweries	1999 S Myrtle Ave	Monrovia	91016	34.1284202857798	-118.002410639525	4.5	246",
"595	Packinghouse Brewing Company	Breweries	6421 Central Ave	Riverside	92504	33.95426	-117.43978	4.5	133",
"596	Palm Tree Brewing	Breweries	8844 Greenback Ln	Orangevale	95662	38.67817	-121.22819	5.0	12",
"597	Santa Palmia	Apartments	150 Palm Valley Blvd	San Jose	95123	37.2418968	-121.8072373	2.5	55",
"598	The Tap Room	Beer Bar	233 University Ave	Palo Alto	94301	37.44533	-122.16253	4.0	109",
"599	Palooza Brewery & Gastropub	American (New)	8910 Sonoma Hwy	Kenwood	95452	38.4192199645896	-122.551465855725	4.0	269",
"600	Papa Marce's Cerveceria	Breweries	5840 El Camino Real	Carlsbad	92008	33.1348702980376	-117.269899696112	5.0	33",
"601	Barnes & Noble	Bookstores	210 Americana Way	Glendale	91210	34.143335825386	-118.25660004895	3.5	302",
"602	Paraiso Brewery	Venues & Event Spaces	80 G St	Los Banos	93635	37.067572	-120.854863	4.5	39",
"603	Pariah Brewing Company	Breweries	3052 El Cajon Blvd	San Diego	92104	32.7557199	-117.12873	4.5	64",
"604	Paso Robles Casino	Casinos	1144 Black Oak Dr	Paso Robles	93446	35.6447854	-120.6870439	4.0	25",
"605	Paystreak Brewing	Breweries	449 Main St	Etna	96027	41.4562481277814	-122.894278818247	4.5	13",
"606	Pedro Point Brewing	Breweries	55A Bill Drake Way	Pacifica	94044	37.6513309978664	-122.492178038696	5.0	70",
"607	Pentagonal Brewing Company	Breweries	115 N Imperial Ave	Imperial	92251	32.847754	-115.57045	4.0	19",
"608	Peter B's Brewpub	Breweries	2 Portola Plz	Monterey	93940	36.602413	-121.894806	4.0	865",
"609	Phantom Ales	Breweries	1211 N Las Brisas St	Anaheim	92806	33.85404	-117.8668	4.5	464",
"610	Phantom Carriage Brewery	Breweries	18525 S Main St	Carson	90248	33.861801840497	-118.27620951987	4.5	562",
"611	Pine & Palm Brewing	Breweries	352 W Bedford Ave	Fresno	93712	36.8463601	-119.7978724	4.5	42",
"612	Woods Polk Station	Breweries	2255 Polk St	San Francisco	94109	37.7976772	-122.4224784	4.0	70",
"613	Pismo Brewing Company	Breweries	500 Cypress St	Pismo Beach	93449	35.1390422	-120.6408786	3.5	150",
"614	Pizza Port Bressi Ranch	Pizza	2730 Gateway Rd	Carlsbad	92009	33.1283833252746	-117.25021150388	3.5	545",
"615	Pizza Port	Pizza	571 Carlsbad Village Dr	Carlsbad	92008	33.1598323	-117.3478227	3.5	1923",
"616	Pizza Port Ocean Beach	Pizza	1956 Bacon St	San Diego	92107	32.74809	-117.25027	4.0	1240",
"617	Pizza Port	Pizza	301 N El Camino Real	San Clemente	92672	33.42889	-117.61354	4.0	833",
"618	Pizza Port Solana Beach	Pizza	135 N Hwy 101	Solana Beach	92075	32.9929237365723	-117.272216796875	4.0	1384",
"619	Placerville Brewing Company	Pubs	155 Placerville Dr	Placerville	95667	38.72578	-120.83649	3.0	169",
"620	Plan 9 Alehouse	Gastropubs	155 E Grand Ave	Escondido	92025	33.122076	-117.080342	4.0	553",
"621	McKay's Taphouse & Beer Garden	Beer Gardens	252 Main St	Pleasanton	94566	37.65812	-121.87683	4.0	236",
"622	Plow Brewing Company	Breweries	3334 Industrial Dr	Santa Rosa	95403	38.47622	-122.73972	4.5	58",
"623	Pocock Brewing Company	Breweries	24907 Ave Tibbitts	Santa Clarita	91355	34.433527137686	-118.568753041327	4.5	113",
"624	Lagunitas Brewing Company	Breweries	1280 N McDowell Blvd	Petaluma	94954	38.27242	-122.66237	4.5	1877",
"625	Lagunitas Brewing Company	Breweries	1280 N McDowell Blvd	Petaluma	94954	38.27242	-122.66237	4.5	1877",
"626	Poor House Brewing Company	Breweries	4494 30th St	San Diego	92116	32.75897	-117.1304	4.0	195",
"627	The Lost Abbey	Breweries	155 Mata Way	San Marcos	92069	33.1416273	-117.1492671	4.0	483",
"628	Port O'Pints Brewing	Brewpubs	1215 Northcrest Dr	Crescent City	95531	41.7674792657551	-124.198485799134	5.0	88",
"629	Brouwerij West	Breweries	110 E 22nd St	San Pedro	90731	33.7257694	-118.2802782	4.5	296",
"630	Poseidon Brewing Company	Breweries	5777 Olivas Park Dr	Ventura	93003	34.2441504274528	-119.209768138826	4.5	134",
"631	New English Brewing	Breweries	11545 Sorrento Valley Rd	San Diego	92121	32.912231015057	-117.231807329639	4.0	104",
"632	Progress Brewing	Breweries	1822 Chico Ave	South El Monte	91733	34.049919	-118.059805	4.5	317",
"633	Prohibition Brewing	Brewpubs	2004 E Vista Way	Vista	92084	33.23045	-117.22684	4.0	555",
"634	Promised Land Brewing Company	Breweries	7419 Monterey St	Gilroy	95020	37.00697	-121.56917	4.5	12",
"635	Pure Order Brewing	Breweries	410 N Quarantina St	Santa Barbara	93103	34.4236787311693	-119.686568478654	4.5	78",
"636	Pure Project	Breweries	9030 Kenamar Dr	San Diego	92121	32.8873375	-117.1555986	4.5	630",
"637	Kilowatt Brewing	Breweries	7576 Clairemont Mesa Blvd	San Diego	92111	32.8333702	-117.1560135	4.5	191",
"638	Red Branch Cider Company	Cideries	1246 Birchwood Dr	Sunnyvale	94089	37.404441	-121.992006	4.5	16",
"639	Red Bus Brewing Company	Breweries	802A Reading St	Folsom	95630	38.67065	-121.17608	4.5	53",
"640	Red Car	Brewpubs	1266 Sartori Ave	Torrance	90501	33.83574	-118.31597	4.0	465",
"641	Red Tandem Brewery	Breweries	1009 Harbor Blvd	Oxnard	93035	34.1909708	-119.2391575	4.0	107",
"642	Redwood Curtain Brewing Company	Breweries	550 S G St	Arcata	95521	40.85693	-124.08857	4.5	152",
"643	Boomtown Brewery	Breweries	700 Jackson St	Los Angeles	90012	34.05081	-118.23311	4.5	354",
"644	Relentless Brewing	Breweries	42030 Avenida Alvarado	Temecula	92590	33.512217476964	-117.167941555381	4.5	59",
"645	Rescue Brewing	Breweries	167 N 2nd Ave	Upland	91786	34.095622557114	-117.648753672838	4.5	128",
"646	Resident Brewing Company	Breweries	1065 Fourth Ave	San Diego	92101	32.7166501713257	-117.160793580144	4.5	91",
"647	REV Winery and Brewing Co	Wine Tasting Room	1580 W San Bernadino Rd	Covina	91722	34.0889549	-117.9225998	4.5	304",
"648	Revolt Brewing Co	Breweries	8939 Vernon Ave	Montclair	91763	34.09143	-117.68573	5.0	12",
"649	Riip Beer Company	Breweries	17214 Pacific Coast Hwy	Huntington Beach	92647	33.7127294078027	-118.063354686822	4.5	209",
"650	Riley's Brew Pub	Pubs	2674 Owens Mountain Pkwy	Clovis	93611	36.8449698486589	-119.663300688229	4.0	270",
"651	The Vineyard Restaurant & Bar	American (New)	605 S I St	Madera	93637	36.9541378	-120.0580015	4.0	214",
"652	Rincon Brewery	Breweries	5065 Carpinteria Ave	Carpinteria	93013	34.3983	-119.51799	4.0	348",
"653	Rip Current Brewing	Breweries	1325 Grand Ave	San Marcos	92078	33.142854706194	-117.192497875937	4.5	182",
"654	Rip Current Brewing	Breweries	4101 30th St	San Diego	92104	32.7523949	-117.1299178	4.0	192",
"655	Ritual Brewing	Breweries	1315 Research Dr	Redlands	92374	34.0705779334844	-117.23702788353	4.5	237",
"656	River City Brewing Company	Breweries	6241 Fair Oaks Blvd	Carmichael	95608	38.615086	-121.329941	3.5	527",
"657	River Rock Brewery	Breweries	807 C St	Galt	95632	38.2529907226562	-121.300811767578	4.5	14",
"658	Rock Bottom Restaurant & Brewery	Breweries	8980 La Jolla Village Dr	La Jolla	92037	32.8713685	-117.2341271	3.0	880",
"659	Rock Bottom Restaurant & Brewery	Breweries	1 Pine Ave	Long Beach	90802	33.7673364600009	-118.192560588955	3.0	1005",
"660	Rock Bottom Restaurant & Brewery	Breweries	1875 S Bascom Ave	Campbell	95008	37.2889692728975	-121.934047009926	3.0	1418",
"661	Creek Monkey Tap House	Brewpubs	611 Escobar St	Martinez	94553	38.017665116466	-122.137941574062	3.5	501",
"662	Rocky Hill Brewing	Breweries	20147 Ave 306	Exeter	93221	36.342285550935	-119.126785659129	4.5	30",
"663	Devon's Flower Patch	Florists	214 W Line St	Bishop	93514	37.3610572814941	-118.396553039551	4.5	9",
